Befragtennummer;Erhebungsmonat;Erhebungswoche;Bundesland;Erhebungsgebiet;Einwohner;Polit_interesse
431022;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
431023;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
431024;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;KA
431025;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
431026;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
431027;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431028;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;kaum
431029;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431030;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;gar nicht
431031;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431032;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431033;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
431034;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
431035;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
431036;Oktober;43. Woche, Oktober 2021;Bremen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431037;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
431038;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431039;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;kaum
431040;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
431041;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431042;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;kaum
431043;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
431044;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431045;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431046;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
431047;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431048;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
431049;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431050;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431051;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
431052;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431053;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431054;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431055;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
431056;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431057;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431058;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431059;Oktober;43. Woche, Oktober 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
431060;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
431061;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431062;Oktober;43. Woche, Oktober 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431063;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431064;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;kaum
431065;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;KA;etwas
431066;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431067;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431068;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431069;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431070;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
431071;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431072;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431073;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431074;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431075;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431076;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431077;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
431078;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
431079;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431080;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431081;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
431082;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431083;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431084;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431085;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431086;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
431087;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
431088;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431089;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;KA;etwas
431090;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431091;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431092;Oktober;43. Woche, Oktober 2021;Saarland;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431093;Oktober;43. Woche, Oktober 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431094;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431095;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431096;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431097;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
431098;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431099;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431100;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431101;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
431102;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;etwas
431103;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
431104;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431105;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431106;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431107;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;gar nicht
431108;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431109;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431110;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;etwas
431111;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
431112;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
431113;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431114;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;stark
431115;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431116;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431117;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431118;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
431119;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431120;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431121;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
431122;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431123;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
431124;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
431125;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
431126;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431127;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431128;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431129;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431130;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431131;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431132;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;KA;etwas
431133;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;etwas
431134;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
431135;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431136;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431137;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431138;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431139;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;kaum
431140;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
431141;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
431142;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431143;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431144;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431145;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
431146;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
431147;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431148;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431149;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431150;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431151;Oktober;43. Woche, Oktober 2021;Saarland;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431152;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431153;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431154;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431155;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
431156;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431157;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431158;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;Sehr stark
431159;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431160;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
431161;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431162;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431163;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
431164;Oktober;43. Woche, Oktober 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431165;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
431166;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
431167;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431168;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
431169;Oktober;43. Woche, Oktober 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431170;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
431171;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;kaum
431172;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431173;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431174;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431175;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
431176;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431177;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
431178;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431179;Oktober;43. Woche, Oktober 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
431180;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
431181;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431182;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
431183;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
431184;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;kaum
431185;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
431186;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431187;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431188;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;Sehr stark
431189;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431190;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;Sehr stark
431191;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431192;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431193;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431194;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
431195;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
431196;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431197;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
431198;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431199;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431200;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431201;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
431202;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431203;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;kaum
431204;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431205;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;kaum
431206;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431207;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431208;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431209;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431210;Oktober;43. Woche, Oktober 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431211;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431212;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
431213;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431214;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431215;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431216;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
431217;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431218;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431219;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431220;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;KA;kaum
431221;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431222;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431223;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431224;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431225;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431226;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431227;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431228;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;etwas
431229;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431230;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431231;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431232;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;gar nicht
431233;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
431234;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
